Ensembl_ID	count	chromosome	start	end
ENSG00000100263	239.0	22	29259852	29268209
ENSG00000139946	2159.0	14	56117814	56301526
ENSG00000107175	4929.0	9	35732335	35737004
ENSG00000173933	5976.66	11	66638617	66666682
ENSG00000122484	2281.0	1	92298965	92402056
ENSG00000011590	0.0	19	35704527	35717038
ENSG00000173930	0.0	5	102233986	102296549
ENSG00000173681	418.0	X	19912860	19970298
ENSG00000006059	0.08	17	41346092	41350812
ENSG00000122483	780.0	1	93179919	93278730
ENSG00000126550	0.0	4	70050402	70058845
ENSG00000163104	6267.0	4	94207611	94291292
ENSG00000225830	1475.06	10	49455368	49539538
ENSG00000177542	279.0	11	790475	798333
ENSG00000185652	339.0	12	5432112	5521536
ENSG00000185651	6075.69	22	21549447	21624034
ENSG00000185650	550.0	14	68787660	68796253
ENSG00000176194	0.0	18	12254319	12277595
ENSG00000132635	321.0	20	2835314	2841190
ENSG00000117505	5480.0	1	93345888	93369498
ENSG00000183439	179.23	4	164954446	164977668
ENSG00000101335	7170.0	20	36541484	36551447
ENSG00000154240	338.8	17	65635538	66192084
ENSG00000101337	3777.0	20	32109506	32167258
ENSG00000101446	0.0	20	45512461	45515624
ENSG00000101447	1602.0	20	38926312	38953106
ENSG00000101444	12000.0	20	34280268	34311802
ENSG00000101445	0.0	20	38805705	38923024
ENSG00000141086	7.82	16	67927640	67932414
ENSG00000145649	0.0	5	55102648	55110252
ENSG00000101448	0.0	20	45540626	45547752
ENSG00000214063	3806.0	11	842808	867116
ENSG00000183434	0.0	X	133216669	133218348
ENSG00000084112	5036.0	12	108778192	108857590
ENSG00000172888	1166.0	3	40524878	40574685
ENSG00000172889	45.0	9	136658856	136672678
ENSG00000137812	6373.0	15	40594020	40664342
ENSG00000164941	4754.0	8	94813311	94881746
ENSG00000137814	1711.0	15	42548810	42569994
ENSG00000137815	2727.0	15	41408408	41483563
ENSG00000164944	10401.0	8	94487693	94553529
ENSG00000242852	654.03	19	12461184	12513854
ENSG00000137818	3841.0	15	69452784	69456194
ENSG00000137819	327.0	15	69298947	69407780
ENSG00000172331	1601.0	7	134646808	134679813
ENSG00000172336	350.0	7	100706053	100707495
ENSG00000127054	2733.0	1	1311585	1324691
ENSG00000113328	23732.0	5	163437569	163446151
ENSG00000173068	8119.0	9	16409503	16870843
ENSG00000186104	291.0	11	14877440	14892252
ENSG00000186105	47.12	5	62578735	62581448
ENSG00000186103	0.0	3	121570704	121586634
ENSG00000126903	764.0	X	154487306	154490690
ENSG00000281883	2.09	13	43883800	44028526
ENSG00000131097	0.0	17	44846353	44850480
ENSG00000281887	0.0	7	150716668	150743646
ENSG00000173064	2595.0	12	112160188	112382439
ENSG00000183853	9373.0	1	157993273	158100262
ENSG00000113327	0.0	5	162000057	162162977
ENSG00000008083	2347.0	6	15246296	15522040
ENSG00000283039	0.0	1	44137821	44141631
ENSG00000170647	119.0	11	100991989	100993941
ENSG00000129071	1484.0	3	129430944	129440179
ENSG00000145700	7.0	5	75068275	75236878
ENSG00000145703	15.0	5	76403249	76708132
ENSG00000183559	0.0	10	122697709	122699822
ENSG00000085449	14891.0	2	223855716	223945387
ENSG00000082556	0.0	8	53225716	53251697
ENSG00000145708	5.0	5	76952713	76981158
ENSG00000139372	2105.98	12	103965804	103988874
ENSG00000174482	0.0	9	27948078	28670286
ENSG00000174483	483.14	11	66510606	66533627
ENSG00000125903	0.0	20	227258	229886
ENSG00000273841	3354.46	5	69364743	69370013
ENSG00000205209	1.0	19	34593329	34675699
ENSG00000205208	1101.0	4	158666679	158672255
ENSG00000174485	3798.0	15	65658046	65792293
ENSG00000138092	2001.0	2	24793136	24822376
ENSG00000257057	0.0	11	94512432	94532123
ENSG00000187690	0.0	X	51406915	51408843
ENSG00000267855	141.06	19	8308768	8321396
ENSG00000225899	0.0	10	133623895	133626795
ENSG00000154920	436.0	17	50373220	50381483
ENSG00000144034	654.0	2	73729104	73737400
ENSG00000020129	936.0	1	35557473	35567274
ENSG00000179776	0.0	16	66366622	66404786
ENSG00000196407	0.0	1	151847263	151853697
ENSG00000116668	445.0	1	185157080	185291765
ENSG00000132470	1.0	17	75721328	75757818
ENSG00000113492	0.0	5	34998101	35048135
ENSG00000137309	6752.0	6	34236873	34246231
ENSG00000085999	224.0	1	46247688	46278473
ENSG00000180424	0.0	20	31440519	31450257
ENSG00000113494	76.0	5	35048756	35230589
ENSG00000080618	0.0	13	46053186	46105076
ENSG00000117139	12439.0	1	202724491	202809470
ENSG00000085224	12025.0	X	77504878	77786269
ENSG00000110092	77171.0	11	69641087	69654474
ENSG00000183888	0.0	1	16004236	16008807
ENSG00000183889	452.32	16	16317444	16350590
ENSG00000004468	0.0	4	15778275	15853230
ENSG00000110090	3040.0	11	68754620	68844410
ENSG00000164309	243.0	5	79689877	79800240
ENSG00000158874	0.0	1	161222292	161223631
ENSG00000101596	16293.0	18	2655738	2805017
ENSG00000204979	0.0	11	60515413	60542721
ENSG00000137404	59.0	6	30688047	30691420
ENSG00000144119	0.0	2	119156243	119158889
ENSG00000144118	4272.0	2	120240064	120294713
ENSG00000144115	0.0	2	88170295	88186636
ENSG00000269058	1.0	19	16479057	16496192
ENSG00000171766	3.0	15	45361124	45402327
ENSG00000171621	788.0	1	9292880	9369532
ENSG00000155111	1349.0	6	110609978	110815958
ENSG00000150433	521.0	11	125096545	125111763
ENSG00000100312	0.0	22	50738196	50745334
ENSG00000155115	903.0	6	110958560	110967890
ENSG00000121297	1237.0	19	31274945	31349547
ENSG00000277893	0.0	2	31522480	31581067
ENSG00000100316	90666.31	22	39312882	39320389
ENSG00000100319	325.0	22	29730956	29767011
ENSG00000269556	750.51	X	149596556	149631912
ENSG00000104679	1154.0	8	23270120	23296279
ENSG00000124780	0.0	6	39299001	39314553
ENSG00000151025	0.0	10	25175062	25602226
ENSG00000120075	31.0	17	48591257	48593961
ENSG00000133574	0.0	7	150567277	150573955
ENSG00000147257	0.0	X	133535745	133985895
ENSG00000110680	0.0	11	14966668	14972354
ENSG00000224089	0.0	X	120938701	120942023
ENSG00000185344	3196.0	12	123712318	123761755
ENSG00000119820	3061.0	2	32277910	32316594
ENSG00000131143	5063.0	16	85798633	85807044
ENSG00000099958	3.0	22	23834503	23839128
ENSG00000006555	0.0	1	54779712	54801267
ENSG00000238227	1062.0	9	136114581	136118863
ENSG00000110675	18.0	11	107591091	107666779
ENSG00000166401	1228.97	18	63969925	64019779
ENSG00000198113	1480.0	9	137277749	137282641
ENSG00000156873	1096.87	16	30748270	30761176
ENSG00000203783	0.0	1	153217584	153219317
ENSG00000203780	44.0	10	125896539	126009592
ENSG00000203786	0.0	1	152759561	152762052
ENSG00000103150	803.92	16	83899126	83927026
ENSG00000203784	0.0	1	153203443	153205120
ENSG00000203785	0.0	1	153093135	153106184
ENSG00000164050	549.0	3	48403854	48430051
ENSG00000181371	0.0	11	56490349	56491395
ENSG00000198730	5126.0	11	10750987	10779743
ENSG00000164053	560.23	3	48446710	48465716
ENSG00000181374	0.0	17	34356452	34358610
ENSG00000032742	1002.0	13	20567069	20691437
ENSG00000198734	0.0	1	169514166	169586588
ENSG00000172687	224.0	19	21358930	21379302
ENSG00000178028	645.0	1	44213455	44220681
ENSG00000144290	0.0	2	161424332	161985282
ENSG00000182687	0.0	17	76074794	76077541
ENSG00000198739	2.0	10	66926006	67099830
ENSG00000100170	0.0	22	32043032	32113029
ENSG00000182934	9317.0	11	126262919	126269144
ENSG00000085415	2843.0	18	12947133	12987536
ENSG00000151474	2318.0	10	13643706	14462142
ENSG00000113396	10.0	5	128538013	129033642
ENSG00000013583	439.0	12	12974864	13000273
ENSG00000151475	1.0	4	127730378	127774299
ENSG00000161664	2.0	17	44170447	44179083
ENSG00000100234	15735.0	22	32801701	32863043
ENSG00000256892	0.0	10	37601440	37602974
ENSG00000178999	951.0	17	8204733	8210600
ENSG00000078898	0.0	20	33007600	33023709
ENSG00000064195	0.0	17	49990005	49995224
ENSG00000074855	152.0	19	17323223	17334829
ENSG00000179813	1.0	13	42781550	42791549
ENSG00000099956	4325.0	22	23786963	23834516
ENSG00000160282	0.0	21	46136262	46155567
ENSG00000118946	1.0	13	57631810	57729311
ENSG00000078725	0.0	9	119153458	119369467
ENSG00000160539	31.0	9	131289694	131309262
ENSG00000064199	375.0	11	124673798	124697518
ENSG00000254834	0.0	11	56576736	56577787
ENSG00000181016	1.0	7	112480853	112491062
ENSG00000086758	18890.0	X	53532096	53686729
ENSG00000165312	292.0	10	23439458	23442390
ENSG00000198598	106.0	12	131828393	131851783
ENSG00000198597	0.0	19	30228290	30713538
ENSG00000128578	336.0	7	129434433	129488399
ENSG00000181019	11321.0	16	69706996	69726951
ENSG00000101331	0.0	20	32010450	32032180
ENSG00000198590	28.0	3	37386269	37435497
ENSG00000132881	136.0	1	16231700	16237162
ENSG00000189221	45.0	X	43654907	43746824
ENSG00000189227	84.0	15	67521068	67530143
ENSG00000197013	269.0	19	21496682	21556270
ENSG00000262633	4.32	17	46923133	47049932
ENSG00000171960	523.0	1	42658425	42676758
ENSG00000219607	18.0	6	5084581	5089487
ENSG00000100722	7981.0	14	88562909	88627596
ENSG00000118322	0.0	5	160563120	160852214
ENSG00000241945	649.87	21	44107290	44131181
ENSG00000075914	2575.45	3	44975241	45036066
ENSG00000120211	0.0	9	5231419	5235304
ENSG00000132773	736.0	1	45339670	45343975
ENSG00000197540	0.0	19	544034	549924
ENSG00000103375	0.0	16	25215731	25228940
ENSG00000260851	0.0	16	66469812	66517312
ENSG00000120217	2474.0	9	5450503	5470566
ENSG00000160753	248.0	1	155320896	155331114
ENSG00000160752	4914.0	1	155308748	155320666
ENSG00000170027	6821.0	7	76326794	76359031
ENSG00000142192	17473.0	21	25880550	26171128
ENSG00000100726	425.0	16	1493344	1510457
ENSG00000156299	1086.0	21	31118416	31559977
ENSG00000156298	0.0	X	38561370	38688920
ENSG00000169871	1088.0	7	101085439	101097967
ENSG00000078098	5366.0	2	162170684	162245151
ENSG00000093072	1.0	22	17178790	17221989
ENSG00000168398	7343.0	14	96204679	96244166
ENSG00000142197	1348.0	21	36156782	36294274
ENSG00000116729	8728.0	1	68098473	68233120
ENSG00000232237	0.0	1	201113953	201127184
ENSG00000168393	997.0	2	241675742	241686991
ENSG00000101333	3275.0	20	9068763	9481242
ENSG00000269533	6.93	19	57389884	57419994
ENSG00000168397	2412.0	2	241637213	241673857
ENSG00000168395	685.0	2	241687085	241729478
ENSG00000168394	1474.0	6	32845209	32853978
ENSG00000197822	109.18	5	69492292	69558104
ENSG00000116406	9115.0	1	184690231	184754913
ENSG00000130751	26.0	19	47019820	47045775
ENSG00000197826	54.0	4	80335720	80963756
ENSG00000196782	275.0	4	139716753	140154184
ENSG00000011105	1387.0	12	3077355	3286564
ENSG00000092470	2390.0	15	43826963	43868419
ENSG00000197548	2883.0	3	11272309	11557665
ENSG00000180425	200.72	11	114391443	114400511
ENSG00000179774	0.0	10	68230624	68232103
ENSG00000180423	323.0	11	46602861	46617909
ENSG00000179772	0.0	20	31844301	31845619
ENSG00000132478	371.0	17	75784771	75825799
ENSG00000147251	2669.0	X	118495898	118686163
ENSG00000167085	14434.0	17	49404049	49414905
ENSG00000147255	0.0	X	131273506	131578899
ENSG00000131142	0.0	19	8052767	8062650
ENSG00000147256	0.0	X	131058242	131089883
ENSG00000103152	1930.0	16	77007	85853
ENSG00000151470	326.0	4	129093317	129116640
ENSG00000123500	1.0	6	116118923	116158747
ENSG00000131148	1270.0	16	85771758	85799608
ENSG00000131149	975.0	16	85169525	85676204
ENSG00000123505	10038.0	6	110874770	110895713
ENSG00000171219	10.0	11	64823387	64844569
ENSG00000132141	62.0	17	34927859	34981078
ENSG00000197948	1741.0	5	141639302	141651419
ENSG00000177359	4.62	12	31111652	31206154
ENSG00000171102	0.0	9	133205277	133209250
ENSG00000149346	1215.0	20	10435303	10636829
ENSG00000177352	1401.0	3	49162535	49166321
ENSG00000156127	0.0	14	75522425	75547015
ENSG00000177354	0.0	10	49299193	49327487
ENSG00000143933	44730.0	2	47160082	47176601
ENSG00000167083	11.0	17	49202791	49210574
ENSG00000167080	3.0	17	49132460	49176840
ENSG00000167081	778.0	9	125747345	125967377
ENSG00000197768	0.0	9	137251261	137253483
ENSG00000013523	544.86	14	76786178	76826246
ENSG00000171217	0.0	6	155264013	155276548
ENSG00000167088	2305.0	18	21612267	21633524
ENSG00000111231	794.0	12	110452484	110469268
ENSG00000135249	2107.0	7	105532085	105567677
ENSG00000135248	0.0	7	128709061	128731743
ENSG00000111237	1858.0	12	110491097	110502117
ENSG00000142515	0.0	19	50854915	50860764
ENSG00000135241	2581.0	7	108470422	108569666
ENSG00000176946	2229.0	2	241584405	241637449
ENSG00000142511	0.0	19	50770464	50771732
ENSG00000142046	50.31	19	41350911	41384083
ENSG00000142513	0.0	19	50790415	50795224
ENSG00000142512	0.0	19	51410021	51417803
ENSG00000166971	951.71	16	53491040	53504411
ENSG00000167633	0.0	19	54816468	54830778
ENSG00000188573	5.0	5	168529116	168530634
ENSG00000172209	1.0	7	107470018	107475659
ENSG00000166974	2040.0	18	34976928	35143470
ENSG00000064999	1394.0	6	34889265	35091413
ENSG00000166979	25.0	21	32412006	32515397
ENSG00000068745	3229.0	3	48688003	48740353
ENSG00000064995	1030.0	6	34877778	34888089
ENSG00000127920	1033.0	7	93921699	93928610
ENSG00000125434	10.0	17	8287763	8295343
ENSG00000168539	0.0	11	62908679	62921807
ENSG00000167889	43.0	17	76868456	76950393
ENSG00000163257	2661.0	4	17800655	17810758
ENSG00000163704	73.0	3	9945542	9952394
ENSG00000163254	0.0	2	208128137	208129830
ENSG00000163701	71.0	3	9902612	9916402
ENSG00000163251	24.0	2	207762586	207769563
ENSG00000163702	807.0	3	9917074	9933630
ENSG00000214654	157.0	9	120793551	120799918
ENSG00000214655	1611.0	10	73785582	73801797
ENSG00000073350	20.0	17	75525080	75575208
ENSG00000213977	6060.93	17	3662896	3668682
ENSG00000055957	0.0	3	52777592	52792068
ENSG00000163993	0.0	4	6693069	6697170
ENSG00000213973	0.0	19	22752183	22784107
ENSG00000092295	28.0	14	24249114	24264432
ENSG00000179304	605.05	X	52891306	52908560
ENSG00000120563	0.0	10	29289061	29318328
ENSG00000171346	140.0	17	41513743	41522529
ENSG00000141968	0.0	19	6772714	6857366
ENSG00000179300	59.0	X	78656069	78659328
ENSG00000043093	5881.0	3	182938074	182985953
ENSG00000062598	2869.0	20	46366049	46432985
ENSG00000156958	2116.0	15	49155656	49367869
ENSG00000093167	3148.0	3	37052656	37183689
ENSG00000149743	801.0	11	64223799	64226254
ENSG00000156959	0.0	3	9498361	9553802
ENSG00000259384	0.0	17	63917200	63918838
ENSG00000204965	1.15	5	140821604	141012344
ENSG00000127928	0.0	7	93591573	93911265
ENSG00000184203	5123.0	3	195514425	195543386
ENSG00000114770	1168.0	3	183919934	184018015
ENSG00000114771	0.0	3	151814037	151828488
ENSG00000175664	0.0	13	30932703	30975502
ENSG00000263761	0.0	10	47322490	47326270
ENSG00000125534	225.0	20	63520724	63522206
ENSG00000120333	1318.0	1	175010789	175023425
ENSG00000114779	297.0	3	51968510	51983409
ENSG00000204536	927.0	6	31142439	31158238
ENSG00000115421	2365.0	2	60756230	60802085
ENSG00000232593	81.0	X	53094145	53170914
ENSG00000115423	19.0	2	84516455	84819589
ENSG00000147036	0.0	X	37571569	37684463
ENSG00000115137	328.0	2	24943636	24972094
ENSG00000259511	0.3	15	84172490	84182234
ENSG00000259040	42.14	6	7881522	8064364
ENSG00000134258	0.0	1	117143587	117210960
ENSG00000148346	0.0	9	128149071	128153455
ENSG00000132549	11982.0	8	99013266	99877580
ENSG00000148344	135.0	9	129738331	129753047
ENSG00000115138	0.0	2	25160853	25168903
ENSG00000148343	804.0	9	129036621	129072082
ENSG00000184206	65.02	15	84235773	84245368
ENSG00000275126	142.0	6	27873199	27873510
ENSG00000146109	1099.0	6	26596952	26600744
ENSG00000205436	0.0	14	103100144	103110559
ENSG00000135245	683.0	7	128455849	128458418
ENSG00000196284	250.0	6	44809317	45377953
ENSG00000047579	127.0	6	15522801	15663058
ENSG00000205439	0.0	21	44657932	44658341
ENSG00000170633	3743.0	12	121400041	121430623
ENSG00000104177	671.0	15	48134631	48178517
ENSG00000173402	4401.0	3	49468703	49535618
ENSG00000120697	821.0	13	36949775	37000261
ENSG00000163125	880.0	1	150363091	150476566
ENSG00000121486	1504.0	1	185118098	185157072
ENSG00000271723	2.16	1	54641786	54742308
ENSG00000154845	11857.0	18	9546791	9615240
ENSG00000157456	2412.0	15	59105078	59125045
ENSG00000152977	1.0	3	147393422	147510293
ENSG00000166289	273.0	19	29665056	29675457
ENSG00000157450	2613.0	15	58865175	59097419
ENSG00000108984	382.0	17	69414698	69543331
ENSG00000157181	1284.0	1	186375838	186421378
ENSG00000146618	0.0	7	19144782	19145421
ENSG00000136878	521.0	9	129834698	129881838
ENSG00000157184	1044.0	1	53196429	53214197
ENSG00000146416	1204.0	6	143060496	143340304
ENSG00000171345	653.0	17	41523617	41528308
ENSG00000056972	774.0	6	111556454	111606278
ENSG00000131233	0.0	1	38874451	38881587
ENSG00000149527	46.0	1	2425980	2505530
ENSG00000136444	653.0	17	50478800	50485975
ENSG00000173153	662.0	11	64305572	64316743
ENSG00000120694	7507.0	13	31134974	31162388
ENSG00000141349	810.0	17	44070735	44076344
ENSG00000137714	1020.0	11	110429883	110464881
ENSG00000137713	5486.0	11	111726908	111766427
ENSG00000222038	0.0	2	130611481	130658091
ENSG00000204481	0.0	1	13342034	13347134
ENSG00000137710	8995.0	11	110174880	110296722
ENSG00000133454	2.0	22	25742144	26031041
ENSG00000148123	0.0	9	101028709	101325135
ENSG00000138152	0.0	10	122271306	122338162
ENSG00000164530	4.0	6	36948263	36964837
ENSG00000164535	2540.0	7	6409126	6484190
ENSG00000242441	0.92	2	48617798	48733148
ENSG00000127990	1225.0	7	94585230	94656209
ENSG00000267467	0.0	19	44942238	44945496
ENSG00000127993	516.0	7	92528773	92538005
ENSG00000162078	3.0	16	2830169	2839585
ENSG00000173409	802.0	1	230978981	231000595
ENSG00000162782	1.0	1	179591613	179691272
ENSG00000205572	367.95	5	70025247	70043113
ENSG00000162076	949.0	16	2883186	2899382
ENSG00000166024	1954.0	10	98134624	98244897
ENSG00000182111	0.0	7	57450177	57473546
ENSG00000166750	12890.0	17	35243036	35273655
ENSG00000029993	2443.0	X	150980509	150990775
ENSG00000162073	184.0	16	2969245	2973489
ENSG00000225697	652.0	3	48625723	48635493
ENSG00000272647	1.81	7	99558695	99607810
ENSG00000173218	1456.0	1	115641953	115698224
ENSG00000186352	103.0	4	185396021	185400628
ENSG00000173214	1830.0	6	111259348	111271167
ENSG00000186350	821.0	9	134317098	134440585
ENSG00000173212	0.0	1	116111755	116135240
ENSG00000157985	1557.0	2	235494089	236131800
ENSG00000173210	3131.0	5	149141483	149260542
ENSG00000186354	177.0	9	88990863	88996140
ENSG00000182810	555.0	16	68021274	68023442
ENSG00000254245	140.05	5	141343829	141512979
ENSG00000143028	5.0	1	109466628	109482137
ENSG00000164142	12.0	4	151409216	151663632
ENSG00000165480	1677.0	13	21153595	21176602
ENSG00000165487	1307.0	13	21492691	21604214
ENSG00000178235	10.0	13	83877205	83882393
ENSG00000178234	2445.0	7	152025674	152122347
ENSG00000164287	1.0	5	55112995	55173175
ENSG00000184840	4237.0	5	177592158	177596124
ENSG00000164283	284.0	5	54977864	55022671
ENSG00000100442	1035.0	14	45115600	45135319
ENSG00000122882	3161.0	10	73130155	73169055
ENSG00000206013	0.0	11	298200	299526
ENSG00000162607	3139.0	1	62436297	62451804
ENSG00000100784	70.0	14	90847862	91060636
ENSG00000120693	1022.0	13	36844831	36920765
ENSG00000005381	0.0	17	58269856	58280935
ENSG00000165568	64.0	10	4786629	4848062
ENSG00000182333	0.0	10	88664441	88678814
ENSG00000274290	5741.74	6	26172059	26184655
ENSG00000108231	0.0	10	93757809	93806272
ENSG00000168538	4587.0	4	183659267	183713594
ENSG00000107537	397.0	10	13277796	13302412
ENSG00000108239	1303.0	10	94402504	94535930
ENSG00000080572	0.0	X	107206632	107244243
ENSG00000080573	102.0	19	9959561	10010471
ENSG00000204347	0.0	17	74356416	74361946
ENSG00000154188	2527.0	8	107249482	107498055
ENSG00000204345	0.0	17	74579365	74592283
ENSG00000204344	334.0	6	31971091	31982821
ENSG00000158604	3731.0	7	44577894	44582287
ENSG00000204348	316.0	6	31969810	31972292
ENSG00000101782	4875.0	18	23452823	23486603
ENSG00000125871	487.0	20	17968913	17991122
ENSG00000166762	8.0	15	43628503	43668118
ENSG00000086504	2713.0	16	367384	370527
ENSG00000272968	4.58	7	4983718	5073221
ENSG00000126259	0.0	19	35855861	35867109
ENSG00000183814	570.0	1	226231149	226309869
ENSG00000135622	532.0	2	74654228	74683853
ENSG00000096996	1.0	19	18058995	18098944
ENSG00000137274	796.0	6	3118374	3153578
ENSG00000177468	0.0	6	137492202	137494250
ENSG00000125872	4.0	20	6040778	6054049
ENSG00000167880	0.0	17	76004502	76027452
ENSG00000125875	3389.0	20	435480	462553
ENSG00000124256	0.0	20	57603846	57620576
ENSG00000168530	0.0	2	210290150	210315190
ENSG00000256797	0.0	12	9881489	9895833
ENSG00000223614	0.0	7	64207090	64220508
ENSG00000135632	1253.0	2	73214222	73227237
ENSG00000141965	2736.0	19	4791681	4801273
ENSG00000151117	16.0	11	18693122	18704785
ENSG00000151116	2858.0	11	18529609	18588747
ENSG00000009724	2.0	1	11026523	11047233
ENSG00000125877	784.0	20	3208868	3223870
ENSG00000270188	0.0	1	237943724	237945275
ENSG00000099822	72.0	19	589893	617159
ENSG00000274749	0.0	21	30829039	30829759
ENSG00000185467	0.0	7	99173574	99207506
ENSG00000107404	1731.0	1	1335276	1349350
ENSG00000055950	1248.0	10	100969458	100987515
ENSG00000162604	589.0	1	61681046	61725423
ENSG00000113966	509.0	3	97764521	97801242
ENSG00000270672	0.0	7	142666272	142667718
ENSG00000136931	0.0	9	124481236	124507430
ENSG00000224960	0.0	X	27460211	27463341
ENSG00000101161	6343.0	20	63981135	64033100
ENSG00000154760	248.54	17	35435096	35448837
ENSG00000121270	3.0	16	48166910	48247568
ENSG00000154764	0.0	3	13816258	13880121
ENSG00000196475	0.0	4	79406352	79408293
ENSG00000121274	1382.0	16	50152918	50235310
ENSG00000124177	8547.0	20	41402101	41618494
ENSG00000173080	1.0	1	155941710	155942949
ENSG00000171773	0.0	19	17455425	17460954
ENSG00000171772	0.0	10	133553901	133569835
ENSG00000124171	217.0	20	50731544	50756795
ENSG00000100982	360.0	20	45934628	45948023
ENSG00000159733	31.0	4	2269582	2418663
ENSG00000055955	3.26	3	52812975	52831479
ENSG00000175215	7246.0	12	57819927	57846739
ENSG00000175216	16068.0	11	46743048	46846308
ENSG00000234224	0.0	7	124030916	124033023
ENSG00000130150	2537.0	X	14873441	14922327
ENSG00000179546	4.0	1	23191895	23194729
ENSG00000140873	0.0	16	77247813	77435114
ENSG00000274600	29.77	22	21383374	21389478
ENSG00000179542	0.0	X	143622790	143635777
ENSG00000130158	486.0	19	11199295	11262481
ENSG00000130159	1154.0	19	11505916	11529174
ENSG00000214226	27.0	17	56791913	56838773
ENSG00000143595	0.0	1	154321090	154325325
ENSG00000111802	1459.0	6	24649977	24667033
ENSG00000180440	0.0	13	36673912	36697839
ENSG00000111801	903.2	6	26440472	26453415
ENSG00000112164	0.0	6	39048798	39087743
ENSG00000171396	0.0	17	41159651	41160731
ENSG00000129244	0.0	17	7646627	7657768
ENSG00000129245	3408.0	17	7591230	7614871
ENSG00000205937	2437.97	16	2253116	2268412
ENSG00000170790	0.0	11	6863057	6874717
ENSG00000170791	1022.0	8	56211686	56218798
ENSG00000196693	886.0	10	42574185	42638568
ENSG00000174292	7.0	17	7380534	7389774
ENSG00000019169	0.0	2	118942166	118994660
ENSG00000120438	27001.0	6	159778498	159789749
ENSG00000072071	59.0	19	14147743	14206187
ENSG00000124313	122.0	X	53225828	53321328
ENSG00000120327	36.0	5	141222932	141227759
ENSG00000197124	110.0	19	19997058	20039506
ENSG00000197125	0.0	11	124437445	124445696
ENSG00000197122	797.0	20	37344685	37406050
ENSG00000197123	0.0	7	64228474	64266931
ENSG00000136425	45.0	15	78104606	78131544
ENSG00000197121	1902.0	2	196833004	196927796
ENSG00000161835	84.0	12	52006940	52015889
ENSG00000162006	0.0	16	769428	783370
ENSG00000204653	0.0	19	50511600	50514690
ENSG00000120328	10.0	5	141208697	141212571
ENSG00000120329	9.0	5	141302629	141304045
ENSG00000169933	270.0	X	12138466	12724523
ENSG00000135521	1352.36	6	143843344	143863812
ENSG00000160318	0.0	19	51367098	51369003
ENSG00000135525	31.0	6	136342281	136550819
ENSG00000185070	2894.0	14	85530144	85654426
ENSG00000117308	1064.0	1	23795599	23800804
ENSG00000169474	0.0	1	152985231	152985500
ENSG00000109181	0.0	4	68815993	68831196
ENSG00000125870	2070.0	20	16729961	16742563
ENSG00000006125	15113.0	17	35578046	35726409
ENSG00000121898	0.0	10	123706207	123940267
ENSG00000273217	5.27	5	131425891	131796983
ENSG00000121895	45.0	4	38966744	39032922
ENSG00000006128	0.0	7	97731908	97740472
ENSG00000121892	10582.0	4	39822863	39977956
ENSG00000213123	48.75	3	196291219	196318299
ENSG00000042445	2244.0	2	85342088	85354620
ENSG00000203995	259.0	1	52842511	52894998
ENSG00000110887	0.0	12	108858932	108901043
ENSG00000110880	73832.0	12	108645109	108731596
ENSG00000110881	143.0	12	50057548	50083611
ENSG00000156463	111.0	5	145936579	146081791
ENSG00000120156	1576.0	9	27109141	27230175
ENSG00000039319	3721.0	5	80408013	80479350
ENSG00000198691	15.0	1	93992835	94121132
ENSG00000198690	1948.0	15	30903852	30943108
ENSG00000198692	0.0	Y	20575725	20593154
ENSG00000130340	5499.0	6	157700387	157945077
ENSG00000111684	407.0	12	6976186	7018510
ENSG00000116885	256.0	1	36415827	36450451
ENSG00000188687	0.82	2	74216242	74343414
ENSG00000267261	4.75	17	42119674	42154916
ENSG00000181135	189.0	8	143684452	143713898
ENSG00000087365	12378.0	11	66050729	66069308
ENSG00000103522	86.0	16	27402162	27452042
ENSG00000176742	1.0	11	5199735	5200700
ENSG00000163040	110.24	2	131527675	131533666
ENSG00000081320	7664.0	2	196133566	196176503
ENSG00000103528	1.0	16	19167971	19268334
ENSG00000176749	60.0	17	32486619	32491256
ENSG00000174928	56.0	3	155762617	155806351
ENSG00000173369	0.0	1	22652762	22661538
ENSG00000171953	525.0	17	17977409	18039209
ENSG00000145331	451.0	4	99546709	99564032
ENSG00000110080	540.0	11	126355640	126440344
ENSG00000121075	8.0	17	61452404	61485110
ENSG00000134186	1081.0	1	108692323	108701803
ENSG00000134389	0.0	1	196977556	197009674
ENSG00000102921	2101.0	16	48538726	48620148
ENSG00000028137	436.0	1	12167003	12209228
ENSG00000102924	0.0	16	49277917	49281831
ENSG00000163041	4542.83	1	226061851	226072001
ENSG00000166049	0.0	X	151563622	151676739
ENSG00000198471	0.0	3	187698259	187702557
ENSG00000196937	2557.87	7	121348851	121396364
ENSG00000167775	499.0	19	8302127	8308356
ENSG00000165688	4184.0	9	136410570	136423761
ENSG00000134438	0.0	18	59267035	59274086
ENSG00000142186	5458.0	11	65525077	65538704
ENSG00000135387	30887.0	11	34051683	34101156
ENSG00000111581	3768.0	12	68686734	68745809
ENSG00000112214	0.0	6	96562548	96616636
ENSG00000142182	0.0	21	44246339	44262216
ENSG00000118217	4314.0	1	161766294	161964070
ENSG00000109917	4716.0	11	116773799	116788050
ENSG00000131351	193.0	19	17049729	17075625
ENSG00000109919	6852.0	11	47617315	47642623
ENSG00000189269	3.0	22	23608452	23632321
ENSG00000131355	0.0	19	14619117	14690027
